,NIKKEI 225,TOPIX Index,TOPIX Core30 (equal share),TOPIX 500 (equal share),"Mean-Variance Model (TOPIX Core30, 12 months)","Mean-Variance Model (TOPIX Core30, 36 months)","Mean-Variance Model (TOPIX Core30, 60 months)","Sharpe-Ratio-Max Model (TOPIX Core30, 12 months)","Sharpe-Ratio-Max Model (TOPIX Core30, 36 months)","Sharpe-Ratio-Max Model (TOPIX Core30, 60 months)"
2011-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-30,-0.05365640147103823,-0.026948503908569177,-0.017454076698026344,-0.024526963525537182,-6.297986613713888e-05,-7.826743070723846e-05,-7.720286990391353e-05,0.017447902334681367,-0.031113502080882476,-0.03889499347413087
2011-12-31,-1.3295909303323583e-05,0.003303575586412366,-0.014714707062791321,0.0015598231305373744,-5.317575043827554e-05,-5.964088666842096e-05,-4.400309745030949e-05,-0.003257073613701062,0.0407276481510717,0.0494942455683395
2012-01-31,0.013016356667871154,0.016199085074295017,0.010036427587960306,0.012578932089303718,-6.576079478634963e-05,-2.4642977685751272e-05,-3.844591608218782e-05,-0.052778756394984534,-0.06756724302156694,-0.08131953369984386
2012-02-29,0.07260522866918184,0.07378861066306874,0.07397929643616186,0.05133163495136306,4.6728353398710785e-05,3.667687946762556e-05,4.9936907258765684e-05,0.06044046646593955,-0.004251633327313237,-0.06490228979023743
2012-03-31,0.07790463716229867,0.06385691247547776,0.05775093896501371,0.047903111838370815,0.00019290309151827166,0.0001940447641164281,0.00023826093831643555,0.07922343945126668,0.1082383683523819,0.1056288192316946
2012-04-30,-0.03361930818996972,-0.03873054760691452,-0.034520974190467846,-0.029804136594107633,0.00025303551039402363,0.006911851069184949,0.00017555355203755128,0.08450744463017139,0.06565114751365055,0.041061787626967064
2012-05-31,-0.0815253775645517,-0.08820436184502789,-0.09014292730428453,-0.07164490914538102,-0.00017644149435507389,-0.0013939728581552745,-0.00012827040454244662,-0.00024235602076925036,-0.0068518161941572755,-0.008313403710986255
2012-06-30,-0.02312247173284243,-0.01628552115584414,-0.011961646417224414,-0.016699165180781184,-0.0002878998791235261,-0.0015331513342119242,-0.00026208145129331977,-0.04924154987362134,-0.053814414239775704,-0.1498977851459784
2012-07-31,0.014192805938449515,0.01746439575398928,0.0057939105132986946,0.014182559821392937,-2.6854794816207883e-06,-1.0781222589632975e-05,-3.152325314978173e-05,0.005608863154715972,0.06485871788584116,0.10816726387503234
2012-08-31,0.02159626832356487,0.0036598644825207582,-0.00563051704622608,0.0022381417604251386,-0.0377199023799106,-0.037782049230532494,-0.03780260180885882,0.07465387392349214,0.10214921920725914,0.1281501814364268
2012-09-30,-0.00014369049694529235,-0.008116961359942554,0.00024002348620788538,-0.003946966862449219,-0.001212800749076232,-0.0011677248158228329,-0.0013212692522452751,0.020647708540277705,0.03571178633984835,0.02463863136035175
2012-10-31,-0.013544449955426918,-0.008636149415789829,0.012987013889126597,-0.006802889061722106,-0.01759920409031668,-0.017367377222037725,-0.016914091526100673,-0.043137744839822745,-0.03447935722025684,-0.031226977918454926
2012-11-30,0.02633550315846578,0.02305848277127276,0.019066172235995493,0.016549071406085858,0.011414549537511661,0.010645436018849675,0.010760965327210707,0.0147154065700342,0.008236445076522752,0.009765348386843552
2012-12-31,0.08328135164059547,0.07788080953661058,0.04505245754779419,0.06605325611177038,0.0007785489620410198,0.000592625045991868,0.0005389286397890807,-0.008372661380023568,-0.0071289742710780105,-0.008583667983381985
2013-01-31,0.09541892981148226,0.11001905922622135,0.11260760488591637,0.08800136426127025,0.05171529876521637,0.058782529259658586,0.058751958809175615,0.04527894009259055,0.04282296925205441,0.03703772534549078
2013-02-28,0.054469157253647316,0.06638785566069871,0.06329493454698643,0.05638813950425403,0.11495322082893458,0.11288950961498062,0.11374510416332743,0.12631874913847194,0.12028321371461466,0.11007643509695275
2013-03-31,0.08005894595497831,0.07026290496154042,0.0686120220242108,0.07686634104212309,0.07851052245992093,0.07627744962697856,0.0788249102479614,0.07996518352846022,0.07012584114818958,0.07603774604578095
2013-04-30,0.0800417003945626,0.07959357222395957,0.07596330777205074,0.0699536655357973,0.09799444336183828,0.12213064371901673,0.12191444301640478,0.05938155669280425,0.05136332390836899,0.08795715810955283
2013-05-31,0.09893672514938512,0.08372597259966152,0.05436495158021093,0.07508936686073997,0.11367273978642298,0.053794909941990016,0.04677493122983947,0.12296167089252744,0.0915256556165954,0.07249968515920799
2013-06-30,-0.09811095154915583,-0.09465329327171335,-0.08245885673667241,-0.09822784260641937,0.05382982425232446,0.055790567058630496,0.02950901943981769,0.08702238058296657,0.08741891089765026,0.06076149962526112
2013-07-31,0.09239032053121088,0.08943007005844361,0.10637515343175163,0.08733191035607013,-0.07896847416624173,-0.0967479788084988,-0.10542272843140511,-0.07825120841127683,-0.0723272316071473,-0.08871186939919656
2013-08-31,-0.04126961726805434,-0.03495816302575794,-0.042310604433223764,-0.029998354390614712,0.1147359469301844,0.057643550305811225,0.07298440478518092,0.10927265928736925,0.10724682159758997,0.14487763503777223
2013-09-30,0.04702186076378134,0.03470802252265082,0.012429428912651419,0.033603478637547646,-0.05773306156083232,-0.04701644279725862,-0.04952245347465998,-0.04773742795084755,-0.04516006849889342,-0.05158096909288196
2013-10-31,-0.00299845590293335,0.002812557188259124,-0.0036973490394895947,0.0053678323732559985,0.014417205135758802,0.02097466991710013,0.02000645869734036,0.015130374814597485,0.021633720147288687,0.030053818931655353
2013-11-30,0.04206251110870696,0.028936990934781193,0.03415209552001475,0.02509777967243476,0.012626597579225619,-0.003299815077003741,-0.0038534665479978535,0.0362081504897276,0.019163863633100176,0.028577644662340584
2013-12-31,0.04845307690499823,0.02580095437036789,0.025770779152942236,0.02430066832318034,0.036664190769271465,0.02858956978550247,0.035508869706128154,0.035516629712921834,0.05107007724129096,0.057400060359416666
2014-01-31,-0.004915039706650859,0.01651601207026876,0.0110441943598516,0.01902131124526285,0.04057341489227833,0.0173536536231151,0.021118094773431174,0.1167826599595229,0.013297375824373405,0.06743111726502378
2014-02-28,-0.061669805481796236,-0.05830136307822509,-0.07000908340679879,-0.05310654081420596,0.01593035164811893,-0.003371023037847312,-0.014607502366945163,-0.008970449075112701,-0.050515091520679525,-0.034693156218948425
2014-03-31,0.005285149424268276,-0.008545230457434161,-0.007434325684348542,-0.0017078151181475487,-0.04372285776206778,-0.03384920784427546,-0.05406916083759985,-0.10407246529381442,-0.05415780671095585,-0.07813851271138439
2014-04-30,-0.01493674047164395,-0.01628059862949094,-0.026602945815353163,-0.0072116671680846345,0.01945204226919667,0.009667724189871732,0.004654390153535404,0.0397874463425884,-0.003677530511882401,0.009749910783069339
2014-05-31,-0.009132039408029646,0.0029317543565046122,0.0027300824287881387,0.0019450301181993535,-0.05122284761208259,-0.0187756814807121,-0.012930163931945257,-0.05985563046221145,-0.02622771372156962,-0.019781663515222838
2014-06-30,0.054984681748703856,0.06095746954546799,0.0598169187828288,0.057472101313762236,0.0495933733435075,0.05234562741634439,0.03421425268953801,-0.04944095903835463,0.01977046697557091,-0.014524644684044186
2014-07-31,0.01635599252678932,0.023676821295482098,0.019953110746361746,0.025173202152544816,0.05612213828905368,0.05550764461428124,0.05145940496721514,0.06447999051418969,0.069124905333594,0.0713800489735869
2014-08-31,-0.0013387447131739671,-0.0033073993306201865,-0.019795548221536285,-0.0008392787445828942,0.017162472913694916,0.03632922298323161,0.032278368998998073,0.024752722684892908,0.024626422021776583,0.003428412122834758
2014-09-30,0.03839941077090758,0.032865184108817225,0.041659143843780555,0.024039286585894715,0.012808883464677692,0.011895419694264468,0.020522330682352877,0.007570508919902404,-0.017907827602312423,-0.04673266776088298
2014-10-31,-0.03475938820913005,-0.04515526307464601,-0.04440350348840738,-0.03868615365585426,0.05464202017601908,0.03552012411246915,0.026785041358524064,0.05147439777808138,0.04984143669808479,0.05855434848096468
2014-11-30,0.11594803102261086,0.10473421826556217,0.11455859193140605,0.1001465323906301,-0.055737169734030846,-0.04662055467004809,-0.03993219424136568,-0.062362243860809685,-0.030269086356097714,-0.05126238958805593
2014-12-31,0.021111051763472943,0.018955817881702863,0.012600367178616567,0.02427920011540219,0.12916989806224838,0.08313363373940341,0.08754067851068915,0.12155162561237774,0.10409281595933864,0.10354032404204921
2015-01-31,-0.015237689628940676,-0.015903591876952006,-0.029130179055157135,-0.008102674325785042,0.0016230387522333867,0.0019512327865510892,-0.0009523736014049514,0.002723902082852686,-0.006661968369570952,-0.06627227301211916
2015-02-28,0.045084333182421776,0.05179018709452743,0.049782472832516245,0.053861941789296264,-0.007742685169328563,0.0034741954747145934,0.01037055121537015,-0.0031027184184447038,0.0036339110486114847,-0.018929297175076267
2015-03-31,0.06338837401567665,0.06348185066088252,0.08110762503620617,0.07180330510943222,0.06666593155612242,0.06327534129401523,0.07464882245920994,0.03775728736371731,0.027351626495069743,0.047013894790679966
2015-04-30,0.02970978578928629,0.023862130759355615,0.05057870470779102,0.02161034051682109,0.05877901035862723,0.0414893057020919,0.053977845859155986,0.03398580977457046,0.03933399209616729,0.046379252937438664
2015-05-31,0.010434279039289063,0.022332518087121667,0.02796010494030532,0.01421157320077926,0.0071516208879043785,0.032456444576378876,0.04925883916890124,-0.03885930987463196,0.01598608555876273,0.01912594446698266
2015-06-30,0.021510406792917935,0.01615882764587928,0.00395370083871005,0.019949050897174248,-0.023285963603421188,0.0022483242734388275,0.021749558666664816,-0.034258520504949146,-0.004880452072864861,0.01314083471204728
2015-07-31,-0.0015318833526635212,-0.009328966247679427,-0.0027997526020747676,-0.006642823262162034,0.019542711518691337,0.01332440095676692,0.021007214992324892,0.037408233210807634,0.014990282053059547,0.014520186507569866
2015-08-31,-0.022259993280042356,-0.01448539989744213,0.018201293892968984,-0.014285080428431018,0.026839321348580025,0.02860494610121539,0.01659985112460032,0.0737889709151371,0.04430983395978967,0.050662900645437194
2015-09-30,-0.0991444484522449,-0.09809394348791667,-0.09851487508628043,-0.09500427673313194,0.01399196001983365,0.015250826072108098,0.016902385105655907,0.03698147444829429,0.022166770025522888,0.02600125908587102
2015-10-31,0.023956600041108222,0.034938676274393954,0.023311176743971762,0.03924628036428146,-0.09406924908125136,-0.09391541894734405,-0.08905768790861808,-0.1068211246151469,-0.0962261343223974,-0.10863898990869685
2015-11-30,0.06572645933451393,0.05066174320329453,0.010396547608808149,0.05300105024630741,-0.005925041263521184,0.006523209004736454,0.013393118960865733,0.03808790687876089,0.01052323737919847,-0.000363359400618993
2015-12-31,-0.019364630126104454,-0.019662574072414896,-0.04550858469634689,-0.01205354116677404,0.03166844072998332,0.0429310869512776,0.03758115518559122,-0.023723160855260227,0.042850484909115874,0.06707914865860085
2016-01-31,-0.09895961022640976,-0.08967443735104708,-0.09031089761172506,-0.08517374595072436,-0.023204373828420142,-0.007397686055323219,-0.008466814013236113,-0.04275178208352544,-0.018140763065946572,-0.003780349082619884
2016-02-29,-0.055214422243861194,-0.06205475204455546,-0.04399172260895756,-0.0514392058751002,-0.09621155215140323,-0.03943227713992227,-0.047743826552557316,-0.03505158755989948,-0.024305062648461336,-0.03232014470735231
2016-03-31,0.03366860842568542,0.02544956002785903,0.0157189936361537,0.021680244343798227,-0.0009905356899602487,-3.5609705886050455e-05,-0.007849735615524234,0.0414028850200776,0.026226001372400654,0.01649383795954375
2016-04-30,-0.02094252845807687,-0.016659215274729022,-0.01250496679863089,-0.016435287521917696,0.0071084032541793435,0.01413156647587675,0.005549398809222375,-0.01162020662606316,-0.0059911144505108895,0.0012769094121590772
2016-05-31,0.004183266210423975,-0.0009307373039273426,-0.01177179722516919,0.002809775295026462,-0.03612074463440297,-0.02289047810575029,-0.020568007367307413,-0.006559938820637373,0.004202718107582741,0.006276591625761512
2016-06-30,-0.0327377985170717,-0.03417301430167974,-0.028889762015146037,-0.02418915814159328,-0.023352283930371986,-0.015414798602150913,-0.01811120369187821,0.002783683334662963,0.013691708932054321,0.0011544222478375057
2016-07-31,0.006192668322052564,0.0019203884015606132,0.07408629854014492,0.007885279258143862,-0.0323517543031333,-0.038036704414075403,-0.032438941099579795,-0.05176479472338488,-0.045684204104442516,-0.04601100105380399
2016-08-31,0.02583761219225833,0.009777281965669182,0.029441513947503717,0.005095053359855273,0.07303198821973171,0.014096387929468051,0.012523414220106291,0.04082775080247077,0.05568350520735096,0.03659000456549699
2016-09-30,0.009102276869628723,0.023386751268982264,0.05985764949459238,0.02335598354005408,-0.005187417436512741,0.016736391063631645,-0.019470998505883626,-0.048403620827829605,-0.021197813218053977,-0.03210371848851822
2016-10-31,0.01837056728542752,0.019505096032322644,0.007350857541399414,0.028774033460056803,0.010489114166180815,0.009421855172067898,0.0028082521821657905,-0.010234203050540111,-0.016867193962544682,-0.019669509084696394
2016-11-30,0.03784384080408576,0.03603407258709179,0.023315127577016703,0.030050028935646456,0.026999734881680452,0.02025101952080424,0.017546004410362418,0.01076984414957096,0.00041990690269653135,0.0015742663998629196
2016-12-31,0.07781363122083662,0.08031682673516416,0.07586917866296417,0.06197776204795513,0.0027899009156129575,0.007226865957107341,0.0014453136508093215,0.012451583670422268,-0.04318410643545439,-0.025104812706184813
2017-01-31,0.006715016555675746,0.007711858936047644,-0.026837795391331132,0.010362185432767124,0.06106047011727855,0.08991276667169444,0.08721833295979164,0.06868964018963306,0.07284972248646776,0.07236710628124873
2017-02-28,-0.0002773367157709039,0.0020747967513139454,-0.007804318801197807,0.002279132378023574,0.010592128330835279,0.0159036772078533,0.03434943555483763,-0.029570199779912845,0.044845320224442486,0.041350990777903156
2017-03-31,0.007892364223015313,0.009431956790554086,0.016645596349576852,0.016141838804598185,-0.019296477572167955,-0.014840096779160645,-0.020531270365064226,-0.009005581500256238,-0.018476805225441907,-0.018402587741220965
2017-04-30,-0.03121930270221107,-0.03691510849348545,-0.013481692724615746,-0.030330461376539275,0.004032125761669378,0.01490993101293444,0.022784325102204517,0.011471770207779942,0.016165637074185387,0.006443240176881633
2017-05-31,0.05285788191292351,0.05138318767360128,0.07027153317598445,0.05538526760801621,-0.008509377604240897,-0.021689536928526994,-0.012377297016886727,-0.009741713899955293,-0.013021273978895138,-0.026080879470524322
2017-06-30,0.01616439733239239,0.020462088356536068,0.05706262493007741,0.022266351869109746,0.07072950528300971,0.04838771741963061,0.06529404877258212,0.09680876578394995,0.07181163362911237,0.06266058471891106
2017-07-31,-3.818614288908506e-05,0.010223665534488946,0.0010992053863478901,0.00503254396287911,0.003996527371149549,0.00896769845249457,0.025128279666757188,0.03158904788291304,0.054443173138048286,0.034671759048137914
2017-08-31,-0.018692719583759954,-0.004458900830950241,-0.0018084257621309163,-0.0018146131765434115,-0.007201923461745449,-0.0008039609165875285,0.00053118708443359,-0.0052593552373391165,0.011218305148091934,-0.002704655867050735
2017-09-30,0.012924617510855718,0.016022339687128184,0.02149801261356865,0.01889430081582244,0.009323844811715411,0.005615183099633076,0.0008713877197018973,-0.00864012352956254,-0.009351884366333517,-0.007730582499507279
2017-10-31,0.06740940675628382,0.050607024520704647,0.06404886009849231,0.051106103711342055,0.023012130372896393,-0.0011401892742417187,-0.007881113958667118,0.02580062262684866,-0.004255397590293617,-0.009560178270568468
2017-11-30,0.059166519265959394,0.0357401674567106,0.038974112876080325,0.04759399039336176,0.04178996679807732,0.032887550964317586,0.03356087821805132,0.04257981228285429,0.039134496716911576,0.037345634207201744
2017-12-31,0.010835439912583844,0.014779013886266457,-0.0063938921915738245,0.01397941316543072,0.0590666401329972,0.05677489062440625,0.08260225848031476,0.05695453292787701,0.10988940370335644,0.09659454084271388
2018-01-31,0.041384436679553493,0.04031850715014973,0.037748165838946024,0.03469092626002568,-0.007835614688695137,0.0038467938011342616,-0.009529104808310375,0.002791284985711125,-0.037410604963820794,-0.03675461878933367
2018-02-28,-0.07255873924983458,-0.06162109451445552,-0.03142719635226543,-0.06216088976378431,0.04246403012038947,0.004864708289337331,0.005568489546781871,0.03863431637825416,0.009457098566112173,-0.006232376058446445
2018-03-31,-0.02710908260256162,-0.028471848625998164,-0.01722236516772191,-0.020435127808923537,-0.0696306747624545,-0.04538774119102502,-0.04822901848457071,-0.07065579102333737,-0.05210131389922788,-0.04707916534652787
2018-04-30,0.022120534697595895,0.012323548091113246,-0.015838457122024696,0.015854144368671275,0.004638476175986489,-0.0025879746971536276,-0.011648460353462491,0.014105819289427137,-0.024434728823334646,0.002241644251727194
2018-05-31,0.03298156332324709,0.026783217598744802,0.01287786677776337,0.025010831647267917,0.023677510134675173,0.02018596676364092,0.008869299448568697,-0.008752443515029613,-0.007761934710990003,0.009566005774225837
2018-06-30,-0.0012031581632683253,-0.012038525416770196,-0.05406689742528059,-0.012965703775110748,0.02199749449512349,0.0340131246429213,0.02077481494221917,0.02332958165943811,0.004821136480026508,0.006310402477694303
2018-07-31,-0.010668494919101046,-0.018928424951218603,-0.01718583056003198,-0.03049746770042394,0.022929185591414155,0.0015691583630444025,-0.009578707670676707,0.027542598904208036,-0.06763317988102825,-0.022076554681994303
2018-08-31,0.007704374263497682,-0.004679847087286082,0.011044118900446875,-0.012224574198314464,0.0005271040436113287,-0.006499677678312625,-0.015476546360203323,0.009053129325401985,0.005680218010396012,-0.0004374907141863819
2018-09-30,0.029569896397096285,0.014747676085831607,0.02059853832973446,0.014957204329801188,0.028540956982542352,0.01359484159780797,-0.001949600313432246,0.035948728436848654,0.024487548536698926,0.017604263428959373
2018-10-31,-0.02022987535407006,-0.024367660671780866,-0.018824628058066173,-0.03134963965021642,0.017237293429884466,0.019767498764721874,0.01719073585396487,0.029114806547258384,0.05686378923173371,0.02275526588539772
2018-11-30,-0.031859167702585345,-0.03350025717773908,-0.05001507744157563,-0.02983185155004009,-0.025101404913015737,-0.007211390983818682,0.003200070546560145,-0.007338810478451205,-0.0040869015865732505,-0.020386945603320328
2018-12-31,-0.04258283053507683,-0.049135561775533576,-0.06165677934685487,-0.052355738629805026,-0.06914214001240916,-0.07115105723242811,-0.08032028850385349,-0.06533601413604351,-0.10231505835461176,-0.08711491387836479
2019-01-31,-0.027191620900067215,-0.015516979437523504,0.011608820177494428,-0.015257202445687734,-0.06319856485676219,-0.0482922461264306,-0.05237528794741965,-0.05851390882443493,-0.04353538857184186,-0.039847472168211454
2019-02-28,0.032410160973633806,0.03311479182222543,0.004169690102517887,0.03859173372126068,0.024397068047748088,0.012940799427950985,0.011699548321930538,-0.004588527654873777,-0.0069214075974059226,-0.005821025094801496
2019-03-31,0.01378756867516251,0.0064165858381897145,0.004919058001508825,0.008930788957043356,0.020638393440911763,0.034675878334986074,0.029213160609893537,0.02639515944240053,-0.024940573825416715,-0.012723467157728418
2019-04-30,0.02568175329425504,0.009540330927792162,0.035922043659210035,0.023985565955047194,0.005324161038392035,-0.008025493308249431,-0.01813310078566281,0.013081926707546604,0.01059787068723192,0.010911972163322006
2019-05-31,-0.03398502180755314,-0.04384564379458078,-0.00249789933991007,-0.050946578972604795,0.005342094309968773,-0.04773263851260764,-0.031814792965453996,-0.01612151848201796,0.0004005314381396218,0.004328935205637913
2019-06-30,-0.007454527889533158,-0.004583883998808935,-0.00029466145076340045,-0.005458543624723533,-0.037958010979805036,-0.012205826264489709,-0.009941122454486993,-0.04714083131287067,-0.042795547413947164,0.04346788816380984
2019-07-31,0.025330684519657698,0.021478296066157698,0.03961331647601263,0.024163882724877128,0.0023447509743669943,0.007247078617834147,0.01893675526341263,0.0005023893693741558,0.0006437480637785991,0.018042274170601273
2019-08-31,-0.04464266728819721,-0.04581997991025455,-0.02840801526779302,-0.04450355082112556,0.023013303874242875,0.030868080954634395,0.02780178953203492,0.02290524958265054,0.03625702472464729,0.043066895312388435
2019-09-30,0.046330424711438,0.05200133732040557,0.044414575892732566,0.05476835647636302,-0.021844124153460744,-0.034022453528982526,-0.04422922480424915,-0.02190658938522888,-0.029745942497059863,-0.0031835564706810078
2019-10-31,0.028353153118477525,0.02405489969886565,-0.007914561443932433,0.03202734698574794,0.06010531824027901,0.05454066436214654,0.06204045377146706,0.04272690010527604,0.047869829352462964,0.05581052462636863
2019-11-30,0.04868179420244534,0.049627733034938615,0.05299208967836688,0.049259701727193184,-0.0029786198853725535,0.021482002247119197,0.027839589108822768,0.0006216887146638561,-0.005372050234027441,-0.011849915500911785
2019-12-31,0.016422653225944384,0.01603253408425287,0.025793295354343604,0.012030164239916097,0.010177589054963661,0.06884826904601601,0.050288833358602014,0.047624820349339056,0.05906217713569881,0.058981997661240744
2020-01-31,-0.0007376886888823542,-0.003205272925230096,-0.006447708600893831,-0.011629966825484006,0.018844196399561954,0.004527775625846973,0.010803955133755061,-0.004757470631807186,0.018758023894295966,0.03008207615247832
2020-02-29,-0.01956421696295818,-0.028552826365337847,-0.029273161796353087,-0.04045281415825541,0.004727809941411478,-0.00812295957753924,0.005395535435211107,0.010204180696370014,0.010131816131101453,0.019365604747393905
2020-03-31,-0.1814622965070214,-0.17030409837086158,-0.14379834802128344,-0.16615835849481464,-0.0023379001185046128,-0.02650173761099473,-0.007990170321850527,-0.004932463768251723,-0.048477695281782446,-0.04449018392848551
2020-04-30,0.01235117721008172,0.01932364825365096,0.07211821605937896,0.03304369377700578,-0.19392364989067784,-0.12889995475996507,-0.14442394513229853,-0.19008009599813633,-0.1631122108008471,-0.11916274421190119
2020-05-31,0.06949612193620625,0.053608851651115064,0.009400885376007917,0.06518701068264265,0.08014389310165651,0.04069427277633486,0.015339789341990382,0.0824670468460787,0.08749429005364241,0.0936490564904261
2020-06-30,0.09461366283927641,0.0656471887306822,0.05560060137122025,0.0630021682593398,-0.0664367601712997,-0.041337435554990073,-0.01464188463471286,-0.06739401550579906,0.006233745946404784,-0.017882354559340966
2020-07-31,0.0018917584723689984,-0.015757748389528592,0.0006353283559541456,-0.01899991930445033,-0.004635469151113397,0.011600811125648642,0.01846605651072191,-0.0316986208295669,0.07248436908038501,0.02298471270953765
2020-08-31,0.01651044150547043,0.02199310591644532,0.039330805392678414,0.01604872710742855,-0.016614624517590403,-0.017123338371593716,-0.02713196479117377,0.02876401871303776,0.03154301329707652,0.037946015061075145
2020-09-30,0.01770630561049713,0.023648903866848148,0.04833193403235758,0.030968143527942527,0.03694305400857199,0.025022162437363858,0.02983322724053047,0.05096225974090667,0.0489688256767265,0.06476495755714413
2020-10-31,0.006743869799220814,-0.0023142807964520173,-0.01420481202221402,0.004154890497449326,-0.035974017756821505,-0.05287788961600905,-0.019247657226229616,-0.04991888436959274,-0.016984706693228064,0.005246644326223924
